h,famous
4.467120868960361e-12,0.0
1.5663438716716508e-11,0.0
4.1547643380166664e-12,0.0
4.498829353782855e-12,0.0
4.2666411282348416e-12,0.0
1.4101704194817224e-11,0.0
4.552689143842819e-12,0.0
1.4126949997219698e-11,0.0
4.467120868960361e-12,0.0
1.72688478689752e-11,0.0
4.014413698879273e-12,0.0
1.597495650714233e-11,0.0
1.8972131751971412e-11,1.0
2.2239501225971263e-11,1.0
9.461762712097208e-12,0.0
2.2407674737272486e-11,0.0
1.963730063772695e-11,0.0
1.8718033263196595e-11,0.0
4.687370004989106e-12,0.0
4.228685356678143e-12,0.0
1.5117739136901573e-11,0.0
4.879849064138028e-12,0.0
4.083383355114349e-12,0.0
4.285875681605078e-12,0.0
1.841704602368221e-11,0.0
1.916436376823518e-10,1.0
4.344634163672422e-12,0.0
1.3381767539696074e-11,0.0
1.3482797430611149e-11,0.0
1.0352929338660946e-11,0.0
1.1768159171080784e-11,0.0
1.786962193583811e-11,0.0
2.0700441498715925e-11,0.0
1.3278906460190883e-11,0.0
1.4391280375318114e-11,0.0
1.801538054922991e-11,0.0
4.083383355114349e-12,0.0
1.1046547900075339e-11,0.0
1.8034959545955772e-11,0.0
1.6834947528196204e-11,0.0
4.789488776944803e-12,1.0
1.4095915433362943e-11,0.0
1.612481082040067e-11,0.0
1.4489322443190499e-11,0.0
1.9150216902169474e-11,0.0
1.7626044023644217e-11,0.0
1.989709717155361e-11,1.0
1.942609880202255e-11,0.0
1.5506362655485098e-11,0.0
1.7514014965123213e-11,0.0
4.687370004989106e-12,0.0
1.6711841769615604e-11,0.0
1.4820906686772222e-11,0.0
1.3802274815158571e-11,0.0
4.467120868960361e-12,0.0
1.4325532532913047e-11,0.0
1.7984670042408354e-11,0.0
1.481452274100573e-11,0.0
1.2061520857009728e-11,0.0
1.1731232661552264e-11,1.0
1.5599083394126572e-11,0.0
2.2953513436989563e-11,0.0
1.566020427532461e-11,0.0
1.8042889403567388e-11,0.0
4.467120868960361e-12,0.0
9.905204649847662e-12,0.0
1.5768550683399498e-11,0.0
4.467120868960361e-12,0.0
1.3447868002159494e-11,0.0
1.2749501496972588e-11,0.0
2.048699391246344e-11,1.0
1.7226550508647967e-11,0.0
4.344634163672422e-12,0.0
1.8333050380800675e-11,0.0
1.650242526756186e-11,1.0
2.7044509143932473e-11,0.0
1.2950627189437446e-11,0.0
1.7653112975431798e-11,0.0
4.411021519714486e-11,0.0
1.4603233373109643e-11,0.0
4.014413698879273e-12,0.0
4.228685356678143e-12,0.0
1.4077711745195676e-11,0.0
4.1547643380166664e-12,0.0
1.1643361902249435e-11,0.0
1.224430017674587e-11,0.0
1.2937629010602996e-11,0.0
9.146060031077207e-12,0.0
1.5068044986107678e-11,0.0
8.849250043801654e-11,0.0
1.2849347470836238e-11,0.0
4.552689143842819e-12,0.0
1.0991209930459596e-11,0.0
1.6583422301292095e-11,1.0
1.3895458160173684e-11,0.0
1.501173257350918e-11,0.0
1.3341921616351823e-11,0.0
2.2506263096570302e-11,1.0
1.4071593890495839e-11,1.0
1.4484992462680447e-11,0.0
1.0141900340991218e-11,0.0
1.2880341098723575e-11,0.0
2.266781228407921e-11,0.0
1.8471040266111455e-11,0.0
3.1136835309862546e-11,0.0
1.5800752350541202e-11,0.0
1.592574622766865e-11,1.0
2.6267790867203036e-11,1.0
1.2279669343756746e-11,0.0
2.0414531110463268e-11,0.0
2.242629057543579e-11,1.0
4.083383355114349e-12,0.0
1.5120052294787566e-11,0.0
1.3872520811804731e-11,0.0
1.961208861837366e-11,0.0
9.660065721593267e-12,0.0
1.0394759406142205e-11,0.0
4.687370004989106e-12,0.0
1.4662276070691226e-11,0.0
2.4074745526409004e-11,1.0
1.3991955323390452e-11,0.0
1.2380361640944596e-11,0.0
1.8347795549866277e-11,0.0
1.258852240729913e-11,0.0
1.2840526606722673e-11,0.0
1.3319811767915196e-11,0.0
2.0693744117080984e-11,0.0
8.379795223304895e-12,0.0
1.6601526957590924e-11,0.0
1.7263093941064825e-11,1.0
1.4858524155551064e-11,0.0
4.344634163672422e-12,0.0
2.2219698107110156e-11,0.0
1.793985546753325e-11,0.0
4.687370004989106e-12,0.0
1.671631993008946e-11,0.0
1.6064298664244437e-11,0.0
4.552689143842819e-12,0.0
1.4869633045877628e-11,0.0
1.4556831709007886e-11,0.0
1.3078503687031054e-11,0.0
2.042045907189605e-11,1.0
4.781673298691417e-12,0.0
4.228685356678143e-12,0.0
1.2069685521352602e-11,0.0
1.4690007775667634e-11,0.0
1.4928548377204676e-11,0.0
3.0575558513362564e-11,1.0
1.5100012043866372e-11,0.0
1.818279303863913e-11,0.0
1.6338795716047638e-11,0.0
1.8029376909724242e-11,0.0
1.652844336879063e-11,1.0
1.662379843142719e-11,0.0
2.055341263021515e-11,0.0
1.3902464687162858e-11,1.0
1.503118160380378e-11,0.0
1.6757149770566647e-11,0.0
1.2770968951371713e-11,0.0
2.0716723574138986e-11,0.0
2.424498034020705e-11,0.0
1.3900033532078977e-11,0.0
1.4740339134140284e-11,0.0
1.504346082889232e-11,0.0
4.467120868960361e-12,0.0
2.6040167732545015e-11,0.0
1.272049209844146e-11,0.0
1.5305279581258212e-11,0.0
1.149689168602318e-11,0.0
1.2683357652296668e-11,0.0
1.507404599994019e-11,0.0
1.63089246069148e-11,0.0
1.655543063225416e-11,0.0
1.668165251133835e-11,1.0
2.2204202977119142e-11,0.0
2.2578662191218978e-11,1.0
4.344634163672422e-12,0.0
1.2749214797601747e-11,0.0
1.3463930356601722e-11,0.0
1.2545282691618481e-11,0.0
1.9817876720948463e-11,0.0
1.9276265553589377e-11,0.0
1.2823930581087022e-11,0.0
1.4168794190166234e-11,0.0
1.6360069201342708e-11,0.0
1.591567059857389e-11,0.0
4.391268534338556e-12,1.0
1.5398056666846655e-11,0.0
1.5944475826647682e-11,0.0
4.083383355114349e-12,0.0
