corr,precision,fairperception,wsd,wrd,h
0.9970610299635029,0.9294730378080558,0.6575052854122622,0.0009401189976695627,8.142841717420601e-05,[0.59474388 0.73003482 0.52863064 ... 0.52750977 0.65621784 0.56666676]
0.9969486572090623,0.9291919162560193,0.6575052854122622,0.0009552947781549204,8.583075258958962e-05,[0.59130581 0.72796814 0.52565963 ... 0.52920759 0.64973064 0.56666651]
0.996089567947345,0.9286954003726776,0.6546863988724454,0.0009879628201071218,0.00011847951732382382,[0.58547856 0.72459443 0.52080173 ... 0.53214099 0.63925318 0.56666613]
0.9912099799822618,0.9255711260872977,0.6441155743481325,0.0010596962966284912,0.00026624163379861706,[0.57507206 0.71909645 0.5129171  ... 0.53725286 0.62229082 0.56666559]
0.9754469043272723,0.9149952880678758,0.6250880902043693,0.001218009411003203,0.0006975664790115504,[0.55622535 0.71040288 0.50054089 ... 0.54597622 0.59494721 0.56666484]
0.9335422071369706,0.8876360432599963,0.5926708949964764,0.0015559194716891626,0.0018684493142654376,[0.51970289 0.69669999 0.48264423 ... 0.5588819  0.56220571 0.5666641 ]
0.8405521958068357,0.8220522992353105,0.5461592670894997,0.002157546847990075,0.004433312034683446,[0.51383818 0.67715285 0.4823222  ... 0.5707864  0.55193952 0.56666409]
0.7497710589805364,0.7585765703300047,0.5003523608174771,0.0026942832938709055,0.00835494575614578,[0.5331212  0.63645125 0.48591122 ... 0.57412233 0.55100592 0.56666435]
0.7110011086178069,0.7297577382332611,0.4749823819591261,0.002917908253322825,0.010675555224146776,[0.5502385  0.57333415 0.48749281 ... 0.57596816 0.5554563  0.56666465]
0.6813931405801446,0.7071087529658614,0.452431289640592,0.0031149924540913795,0.012945939415074104,[0.55792662 0.57122987 0.48850649 ... 0.57547829 0.56118876 0.56666495]
0.6564290225334952,0.6953086464860029,0.43481324876673716,0.003065633782505821,0.013280135217017127,[0.5654523  0.569209   0.48880182 ... 0.57258106 0.56580092 0.56666519]
0.6284438732522082,0.674992425301662,0.42283298097251587,0.0029515674412257877,0.012591145864571628,[0.5693957  0.56987455 0.48888264 ... 0.57017014 0.56922623 0.56666553]
0.6238077329808631,0.6707566244641432,0.4376321353065539,0.002895289259422967,0.01331482557729506,[0.57131028 0.57158632 0.48890041 ... 0.57146393 0.57130447 0.5666658 ]
0.6141561448769305,0.6654597147745219,0.427061310782241,0.0028791898612325643,0.011174140516281565,[0.5722022  0.57229132 0.48890212 ... 0.57216493 0.57217188 0.56666594]
0.6055953904039499,0.6564839656792865,0.8054968287526427,0.0028670807394281517,0.009661699073488414,[0.57269025 0.57269047 0.48890292 ... 0.57269054 0.57269053 0.5666659 ]
0.6002783895674085,0.6521798862899788,0.7681465821000705,0.002867081356763629,0.012883566640568368,[0.5726905  0.5726905  0.48890292 ... 0.5726905  0.5726905  0.5666659 ]
0.6049750400409548,0.6555025525111939,0.5306553911205074,0.0028671067397795322,0.009316088138822901,[0.5726866  0.57268682 0.48890292 ... 0.57268679 0.57268723 0.5666659 ]
0.9971238616343318,0.9295155219103105,0.6631430584918957,0.000920928165991728,7.534907763984796e-05,[0.59879593 0.73256921 0.53224348 ... 0.52555858 0.66422465 0.56666781]
0.9971234276232528,0.9295060959446112,0.6631430584918957,0.0009229670048965028,7.550720179751504e-05,[0.59804012 0.73209002 0.53156051 ... 0.52591648 0.66270011 0.56666764]
0.997103876456995,0.9294545448036695,0.6596194503171248,0.0009267622780456175,7.659584264822569e-05,[0.59679838 0.73131126 0.53044782 ... 0.52651039 0.66022902 0.56666736]
0.9970590949139936,0.9295189372889249,0.6575052854122622,0.0009341766553579295,8.105004662487809e-05,[0.59474319 0.73004247 0.52863105 ... 0.52750737 0.65622535 0.56666692]
0.9969503533067258,0.9291984500885767,0.6575052854122622,0.0009493724926445212,8.548089126248051e-05,[0.59130773 0.72797877 0.5256604  ... 0.52920433 0.649741   0.56666624]
0.9960894822753579,0.9287394281176092,0.6546863988724454,0.0009818563973627826,0.00011814958704812933,[0.58548462 0.72460972 0.52080337 ... 0.53213627 0.63926806 0.56666519]
0.9912098632097767,0.925580326744954,0.6441155743481325,0.0010528712607058965,0.0002660487976518761,[0.57508468 0.71911921 0.51292088 ... 0.53724571 0.6223129  0.56666367]
0.9754681149678694,0.9150673422712041,0.6250880902043693,0.001209393337275614,0.0006940234023815032,[0.55624803 0.71043734 0.50054958 ... 0.54596526 0.59498065 0.5666616 ]
0.9335529541989009,0.8876588209917264,0.5926708949964764,0.0015440250830527484,0.0018648400308998454,[0.5197421  0.69675094 0.48265858 ... 0.55886637 0.56222541 0.56665953]
0.8406280713870715,0.8221026765623252,0.5461592670894997,0.0021422941260132128,0.004419301974864987,[0.51383049 0.67721604 0.48234032 ... 0.57076905 0.55195351 0.5666595 ]
0.7498330733842733,0.7586028466661277,0.5003523608174771,0.002678848050952926,0.008337732421926371,[0.53310409 0.63651956 0.48593488 ... 0.574103   0.55100546 0.56666023]
0.7110304759167031,0.7295801289740926,0.4749823819591261,0.0029027431176044155,0.010628768858118625,[0.55023468 0.57333047 0.48751311 ... 0.57595234 0.55546676 0.56666104]
0.6813939782271374,0.7070637544646035,0.45172656800563776,0.003102640233534708,0.01288849090567709,[0.55791644 0.57122756 0.48853012 ... 0.57547419 0.5611934  0.56666188]
0.6565056296096361,0.6949830482142431,0.4355179704016913,0.0030559128005600567,0.013263981569092437,[0.56545339 0.56920435 0.4888277  ... 0.57257515 0.5658     0.56666255]
0.6282035133452598,0.6745930673409479,0.42212825933756165,0.0029425089873794355,0.012570273139451098,[0.56939146 0.56986892 0.48890729 ... 0.57016389 0.56922125 0.5666635 ]
0.6233296177425821,0.6704622167555417,0.4376321353065539,0.0028866016581234194,0.01327589421825608,[0.57130223 0.57157667 0.48892544 ... 0.57145402 0.5712946  0.56666419]
0.6137406530717034,0.6651390855632908,0.43481324876673716,0.0028708213076232255,0.01125766142195847,[0.5721811  0.57226511 0.48892667 ... 0.57213801 0.57214349 0.56666487]
0.5896911845355073,0.6499994270840705,0.7843551797040169,0.0028585156860415346,0.01228688216199511,[0.57268146 0.57268042 0.48892791 ... 0.57268061 0.57268056 0.56666454]
0.6046991618425462,0.6547323035667718,0.7322057787174067,0.0028585163806433976,0.011327129672722558,[0.57268043 0.57268044 0.48892791 ... 0.57268044 0.57268044 0.56666454]
0.5924203117354747,0.6518751168102881,0.7963354474982381,0.0028585163960138773,0.013437324515250471,[0.57268044 0.57268044 0.48892791 ... 0.57268044 0.57268043 0.56666454]
0.9971238762947073,0.9295331817781857,0.6631430584918957,0.000904281705444565,7.309696702907962e-05,[0.59878507 0.73258021 0.532244   ... 0.52555476 0.66423557 0.56666983]
0.9971234318119299,0.9295152451037456,0.6631430584918957,0.0009064494483933114,7.402701965785451e-05,[0.59803098 0.73210295 0.53156111 ... 0.52591213 0.66271293 0.56666936]
0.9971060655572067,0.9294810113342841,0.6596194503171248,0.0009104127279193149,7.549646977678439e-05,[0.59679202 0.7313273  0.53044859 ... 0.52650518 0.66024489 0.56666859]
0.9970614498539804,0.9294592110411292,0.6575052854122622,0.0009179970315245953,8.022227091422877e-05,[0.59474132 0.73006358 0.52863222 ... 0.52750073 0.65624611 0.56666738]
0.9969486817644255,0.9292350227214936,0.6575052854122622,0.0009332245672597426,8.480525910940243e-05,[0.59131304 0.7280081  0.52566254 ... 0.52919531 0.6497696  0.56666548]
0.9960941929962235,0.9286605903239991,0.6546863988724454,0.0009652174002049812,0.00011658041413372403,[0.58550136 0.72465188 0.52080788 ... 0.53212323 0.63930914 0.56666257]
0.9912107289315749,0.9256097143616419,0.6441155743481325,0.0010343638154389821,0.00026394961304037777,[0.57511951 0.71918197 0.51293113 ... 0.53722598 0.62237381 0.56665836]
0.9754890203476959,0.9150755881505178,0.6250880902043693,0.0011861992092644063,0.0006881654018718357,[0.5563105  0.71053236 0.50057316 ... 0.54593512 0.59507291 0.5666526 ]
0.9336379197249921,0.8876732491488442,0.5926708949964764,0.0015120984764200763,0.0017841069722355348,[0.51985005 0.69689162 0.48269749 ... 0.5588238  0.56227912 0.56664685]
0.8408111712101473,0.8221858393123422,0.5468639887244539,0.0021012360182329605,0.004331408941966299,[0.51380919 0.67739179 0.48238996 ... 0.57072142 0.5519913  0.56664674]
0.7499433097457768,0.7586745629031163,0.5003523608174771,0.002637153482829706,0.008258932681161676,[0.53305462 0.63670762 0.48600041 ... 0.57404901 0.55100462 0.56664876]
0.7110787086705164,0.7296802599886603,0.4749823819591261,0.0028617070285891695,0.010540122621523224,[0.55017531 0.57331744 0.48757682 ... 0.57590675 0.55548693 0.56665103]
0.6816576734661578,0.7074964087786854,0.45313601127554615,0.003062541287929284,0.012175298605070089,[0.55788251 0.57120783 0.48859617 ... 0.57545046 0.56120468 0.56665336]
0.6558629846243879,0.6947870045724955,0.43481324876673716,0.00302922221193957,0.013151050098706324,[0.5654491  0.56918958 0.48889323 ... 0.57255757 0.56579873 0.56665523]
0.6273402182618314,0.6738896192844583,0.42212825933756165,0.0029176483377501036,0.012536305548702104,[0.56937507 0.56985116 0.48897536 ... 0.57014437 0.56920488 0.56665784]
0.6235716930916474,0.6704844044324391,0.4312896405919662,0.002862771504363215,0.013284019672118098,[0.5712732  0.57155311 0.48899323 ... 0.5714342  0.57127305 0.56665967]
0.6138220144383657,0.6654947918334276,0.41367159971811135,0.0028468986205358077,0.011146253642512616,[0.57216699 0.57225538 0.48899615 ... 0.57212985 0.57213694 0.56666038]
0.5819930207650045,0.6443451164715379,0.7794221282593375,0.002834987976522658,0.014988457696983785,[0.5726527  0.57265248 0.4889973  ... 0.57265255 0.57265251 0.56666073]
0.6148235254278822,0.6623477615742998,0.7350246652572234,0.002834987717090043,0.00950123130083902,[0.57265249 0.57265249 0.4889973  ... 0.57265249 0.57265249 0.56666073]
0.6001391371207382,0.6527723132673242,0.7794221282593375,0.002834987726392697,0.012955227712867773,[0.57265249 0.57265249 0.4889973  ... 0.57265249 0.57265249 0.56666073]
0.9971238794362165,0.9295604410742472,0.6631430584918957,0.0008609385392944424,7.03485836585934e-05,[0.59875541 0.73261009 0.53224551 ... 0.52554428 0.66426535 0.56667538]
0.9971236676967717,0.9295545331181182,0.6631430584918957,0.0008633437763110601,7.142660707172262e-05,[0.59800604 0.7321381  0.53156286 ... 0.52590021 0.66274788 0.56667407]
0.997106447830366,0.9295131581578636,0.6596194503171248,0.0008676093478274149,7.283299734609053e-05,[0.5967747  0.73137089 0.53045085 ... 0.52649088 0.66028817 0.56667197]
0.9970600286438884,0.9295134084784372,0.6575052854122622,0.0008754750577981827,7.787972750204483e-05,[0.59473628 0.73012097 0.52863561 ... 0.52748251 0.65630278 0.56666863]
0.9969486454428899,0.9292479035209961,0.6575052854122622,0.0008906541281299891,8.144096523281446e-05,[0.59132764 0.72808781 0.52566852 ... 0.52917056 0.64984762 0.5666634 ]
0.9960958035014943,0.92873676814274,0.6553911205073996,0.0009214146666299377,0.00011440854263417276,[0.58554707 0.72476642 0.52082004 ... 0.53208754 0.63942099 0.56665539]
0.9912219067854574,0.9256277291638272,0.6441155743481325,0.0009861787281319238,0.0002573576495426764,[0.57521425 0.7193524  0.51295809 ... 0.53717225 0.62253929 0.56664378]
0.975557874247537,0.9152343475454797,0.6257928118393234,0.0011268862739319157,0.0006721689498687534,[0.55647981 0.71079031 0.50063461 ... 0.54585371 0.59532349 0.56662783]
0.9338026080425804,0.8878303768627759,0.5926708949964764,0.0014311227443469187,0.0017400821475240455,[0.52014255 0.69727484 0.48279825 ... 0.55870958 0.56242082 0.56661177]
0.8411294634059966,0.8223550377291964,0.5468639887244539,0.001996319497344221,0.0042319146666446985,[0.51375053 0.67787946 0.48252218 ... 0.57059346 0.55208869 0.5666113 ]
0.7502743837043603,0.7587619368291016,0.5003523608174771,0.0025298792928818204,0.00801512649059185,[0.53291997 0.63724274 0.48617956 ... 0.57389828 0.55099848 0.5666169 ]
0.711357758793036,0.7294156980635802,0.4749823819591261,0.002755656851281192,0.010003106750966412,[0.55000318 0.57327753 0.4877535  ... 0.57577775 0.55552932 0.56662322]
0.682415846038844,0.7084142724969535,0.45313601127554615,0.0029504676866166477,0.010952394684898142,[0.55772001 0.57112803 0.48877369 ... 0.57534079 0.56131963 0.56662976]
0.6553899225686333,0.6943408713854067,0.43481324876673716,0.002957065863506765,0.01304641793519398,[0.56547423 0.56917344 0.48907766 ... 0.57252011 0.56582899 0.56663485]
0.6270521930616522,0.6734581372030131,0.42283298097251587,0.002850847232657349,0.012505145775296584,[0.56932451 0.56980527 0.48916347 ... 0.57009364 0.56916315 0.56664209]
0.623263459454457,0.670501885848837,0.43622269203664554,0.0027986900242606516,0.013283289695757428,[0.57120723 0.57148141 0.48918469 ... 0.57136351 0.57120222 0.56664707]
0.6141454328197863,0.6654716235093581,0.43622269203664554,0.0027835135639477605,0.011094902102096427,[0.57208348 0.5721679  0.48918792 ... 0.57204378 0.57204904 0.56664926]
0.6070466571254529,0.652680152515711,0.7660324171952079,0.0027717796287274484,0.010259690689052683,[0.57257515 0.57257524 0.48918933 ... 0.57257515 0.57257525 0.56665007]
0.6060347446427331,0.6577375499175944,0.7603946441155743,0.002771779904541891,0.012810693155587742,[0.5725752  0.5725752  0.48918933 ... 0.5725752  0.5725752  0.56665007]
0.6039874657331621,0.6570310374536538,0.7899929527836504,0.0027717798968589333,0.010269311727821752,[0.5725752  0.5725752  0.48918933 ... 0.5725752  0.5725752  0.56665007]
0.9971238595399924,0.929463188635896,0.6638477801268499,0.0007578197184867308,6.022527199281646e-05,[0.59867667 0.73268797 0.53224987 ... 0.52551631 0.66434329 0.56669013]
0.9971236603665854,0.9295348034280951,0.6638477801268499,0.0007604285981333,6.272386163688695e-05,[0.59793991 0.73222973 0.53156804 ... 0.52586835 0.66283952 0.56668661]
0.9971067025037255,0.9295280697592864,0.6596194503171248,0.0007649131790838128,6.522368650395521e-05,[0.59672892 0.73148462 0.53045759 ... 0.52645265 0.66040181 0.56668096]
0.9970595929827636,0.9294949228909223,0.6575052854122622,0.0007728358756221202,7.318716376243779e-05,[0.59472321 0.73027073 0.52864546 ... 0.52743377 0.65645163 0.56667198]
0.9969524326288633,0.9292415181692274,0.656800563777308,0.0007873808419174635,7.672984133752993e-05,[0.5913667  0.7282958  0.52568503 ... 0.52910439 0.6500524  0.56665788]
0.9961068584443427,0.9287336622494824,0.6553911205073996,0.000815360899431955,0.00010477273632672696,[0.58566826 0.72506516 0.5208515  ... 0.53199237 0.6397138  0.5666362 ]
0.9913202109147197,0.9256543338309966,0.6441155743481325,0.000871711474377386,0.0002297568169229678,[0.57546375 0.71979658 0.51302417 ... 0.53703022 0.62297074 0.56660463]
0.9757891953225871,0.9153974115397304,0.6257928118393234,0.0009909400972111847,0.0006243455377012119,[0.55692288 0.71145839 0.50078187 ... 0.54564188 0.59597018 0.56656092]
0.9343635239008877,0.8881113621431551,0.5933756166314306,0.001249639668105652,0.0016130923540053623,[0.52090126 0.69827979 0.48303402 ... 0.55841901 0.56276857 0.56651582]
0.8426076060640993,0.8231091561272654,0.547568710359408,0.0017570326860447813,0.003847669824711696,[0.51359135 0.67921157 0.48284946 ... 0.57026539 0.55231561 0.56651307]
0.7512756820167308,0.759443596470171,0.5010570824524313,0.002282234981362431,0.007334548813243775,[0.53252366 0.63878527 0.48665289 ... 0.57346538 0.55094955 0.5665285 ]
0.7118782693093223,0.7291782338375954,0.4749823819591261,0.002508678587459738,0.009205446701230337,[0.54955834 0.57317346 0.48823422 ... 0.5754289  0.55559268 0.56654606]
0.6834782410147413,0.7089193375493061,0.45313601127554615,0.002687832924842879,0.009732092339505494,[0.55733103 0.57092015 0.48926729 ... 0.5750479  0.561538   0.56656461]
0.6557715524668372,0.6944523743302278,0.4355179704016913,0.0027672510968035826,0.011872315588093126,[0.56538067 0.5690413  0.48958708 ... 0.57237925 0.5657828  0.56657839]
0.626878719803537,0.6735218882364655,0.42212825933756165,0.0026815965477999196,0.012392662453649662,[0.56919195 0.56966735 0.48967977 ... 0.56994333 0.56903574 0.56659808]
0.6234356371922121,0.6706232981071649,0.4369274136715997,0.0026363306602195107,0.013256784310506881,[0.57101782 0.57128805 0.48970739 ... 0.57117796 0.57101344 0.56661156]
0.6138321203139748,0.6653392719626838,0.427061310782241,0.0026221655557017616,0.011055143340498083,[0.57190238 0.57198053 0.48971295 ... 0.57186207 0.57186914 0.5666166 ]
0.6099501848075046,0.6601571486297074,0.7350246652572234,0.002611660368455861,0.011803246917701215,[0.57236352 0.57236364 0.48971562 ... 0.57236362 0.57236363 0.56661978]
0.59806899029635,0.6523226452645262,0.7646229739252995,0.002611660195635457,0.010953383398470183,[0.57236363 0.57236362 0.48971562 ... 0.57236362 0.57236362 0.56661978]
0.5944397018140082,0.6498095047434437,0.780831571529246,0.002611660193734524,0.011357191462390557,[0.57236363 0.57236363 0.48971562 ... 0.57236362 0.57236363 0.56661978]
0.9971238353098972,0.9296068673554091,0.6638477801268499,0.0005551453197808603,4.328023829577965e-05,[0.59848238 0.73287046 0.53226155 ... 0.52544663 0.66452682 0.56672661]
0.9971233939686341,0.9295297664302874,0.6631430584918957,0.0005574855241219438,5.359208612489934e-05,[0.59777685 0.73244455 0.53158215 ... 0.52578897 0.66305571 0.56671765]
0.9971049910969678,0.9294803816788096,0.6603241719520789,0.0005614415404139401,5.5698308029297125e-05,[0.59661622 0.73175157 0.53047603 ... 0.52635733 0.66067046 0.56670327]
0.9970619409178809,0.929501734612775,0.6582100070472163,0.0005682789505586446,6.0951895465937654e-05,[0.59469144 0.73062246 0.52867197 ... 0.52731211 0.6568039  0.56668033]
0.9969545681369186,0.9292197856393811,0.656800563777308,0.0005804597966847962,6.42366066207822e-05,[0.59146362 0.72878456 0.52572729 ... 0.52893907 0.65053694 0.5666442 ]
0.9961488169745769,0.9287313367280864,0.6553911205073996,0.0006029449724987215,8.663226665479199e-05,[0.58596735 0.72576753 0.52092654 ... 0.53175487 0.64040499 0.56658831]
0.9914816969255144,0.9258092598232969,0.6434108527131783,0.0006464645701855967,0.00019140417177207242,[0.57607747 0.72084162 0.51317057 ... 0.53667801 0.6239846  0.56650594]
0.9763432740974639,0.9158273403904627,0.6257928118393234,0.0007352318564957362,0.0004998551462223256,[0.55800374 0.71303149 0.50108997 ... 0.54512756 0.59747936 0.56638957]
0.9358204945992287,0.8891376180065163,0.5940803382663847,0.0009236176295856785,0.0013695860967910761,[0.52272374 0.70067264 0.48348394 ... 0.55774167 0.5635103  0.56626214]
0.8456032597791511,0.8252510996045354,0.5482734319943622,0.0013142573213481203,0.003359331796079272,[0.51318628 0.68262419 0.483528   ... 0.56950675 0.55276781 0.56624355]
0.7536779607910074,0.7610558699745684,0.5024665257223396,0.0018056954585703852,0.006339423004722145,[0.5314513  0.64319818 0.48780289 ... 0.57226321 0.55072356 0.56628321]
0.7122908988365371,0.7290248621899218,0.47568710359408034,0.0020419222182671217,0.008242683327680049,[0.5483564  0.57693755 0.48948299 ... 0.57444083 0.55539283 0.56633066]
0.6841057225724124,0.7087668058218949,0.452431289640592,0.0021898973016366828,0.008678855797986733,[0.556288   0.57038846 0.49058045 ... 0.57420388 0.56171786 0.56638381]
0.6564089158485612,0.6933181432517238,0.43481324876673716,0.0023245757808761087,0.010816058723888676,[0.56470242 0.56853702 0.49094233 ... 0.57190663 0.56543568 0.56642056]
0.6273804250480471,0.6732463041573529,0.42212825933756165,0.0023092296162666687,0.012075255193452943,[0.56880934 0.56927874 0.49105965 ... 0.56952409 0.5686722  0.56647405]
0.6240144411786002,0.6711924027461251,0.4390415785764623,0.0022788392716887556,0.013089529966407954,[0.57051459 0.5707655  0.49110321 ... 0.57067297 0.57050024 0.56650939]
0.6132383588411863,0.664342352662956,0.4277660324171952,0.0022675417501969402,0.010997614041467702,[0.57138551 0.57144001 0.49111544 ... 0.5713347  0.5713414  0.56652305]
0.6094702833142646,0.6624479921793377,0.678646934460888,0.0022593257027908945,0.01133287256048182,[0.57179446 0.5718001  0.49112045 ... 0.57180017 0.57180019 0.56653118]
0.6049937658458081,0.6555661734927744,0.5313601127554616,0.0022593496214571266,0.0093067568777519,[0.57179709 0.57179724 0.49112048 ... 0.57179721 0.57179751 0.56653115]
